item_id,idx
2,0
3,1
4,2
5,3
6,4
7,5
8,6
9,7
10,8
11,9
12,10
13,11
14,12
15,13
16,14
17,15
18,16
19,17
20,18
21,19
22,20
23,21
24,22
25,23
26,24
27,25
28,26
29,27
30,28
31,29
32,30
33,31
34,32
35,33
36,34
38,35
39,36
40,37
41,38
42,39
43,40
44,41
45,42
46,43
47,44
48,45
49,46
50,47
52,48
54,49
55,50
57,51
60,52
61,53
62,54
63,55
64,56
65,57
66,58
67,59
68,60
69,61
70,62
71,63
72,64
74,65
75,66
76,67
78,68
79,69
81,70
82,71
84,72
86,73
87,74
88,75
89,76
90,77
92,78
93,79
94,80
95,81
96,82
98,83
99,84
100,85
101,86
102,87
103,88
104,89
105,90
107,91
110,92
111,93
113,94
114,95
116,96
117,97
118,98
119,99
120,100
122,101
125,102
126,103
129,104
130,105
131,106
132,107
135,108
139,109
141,110
144,111
145,112
146,113
147,114
148,115
149,116
150,117
151,118
152,119
153,120
154,121
155,122
156,123
157,124
158,125
159,126
160,127
161,128
162,129
163,130
164,131
165,132
166,133
167,134
168,135
169,136
170,137
171,138
172,139
173,140
174,141
175,142
176,143
177,144
178,145
179,146
180,147
181,148
182,149
183,150
184,151
185,152
186,153
187,154
188,155
189,156
190,157
191,158
192,159
193,160
194,161
195,162
196,163
197,164
198,165
199,166
200,167
201,168
202,169
203,170
204,171
205,172
206,173
207,174
208,175
209,176
211,177
212,178
213,179
215,180
216,181
217,182
218,183
219,184
220,185
222,186
223,187
224,188
225,189
227,190
228,191
229,192
230,193
231,194
233,195
234,196
235,197
236,198
237,199
238,200
239,201
240,202
241,203
242,204
243,205
244,206
245,207
246,208
247,209
248,210
249,211
250,212
251,213
252,214
253,215
254,216
255,217
256,218
257,219
258,220
259,221
260,222
261,223
263,224
265,225
266,226
267,227
268,228
270,229
271,230
272,231
273,232
274,233
275,234
276,235
277,236
278,237
279,238
280,239
281,240
282,241
283,242
286,243
288,244
289,245
290,246
291,247
292,248
294,249
295,250
296,251
297,252
298,253
299,254
300,255
303,256
304,257
306,258
307,259
308,260
309,261
310,262
311,263
312,264
313,265
314,266
315,267
316,268
317,269
318,270
319,271
320,272
322,273
324,274
325,275
326,276
327,277
328,278
329,279
330,280
331,281
332,282
333,283
334,284
335,285
336,286
337,287
338,288
339,289
340,290
342,291
343,292
344,293
345,294
346,295
347,296
348,297
349,298
350,299
351,300
352,301
353,302
354,303
355,304
356,305
357,306
358,307
359,308
361,309
362,310
364,311
365,312
366,313
367,314
368,315
369,316
371,317
372,318
373,319
374,320
375,321
376,322
377,323
378,324
379,325
380,326
381,327
382,328
383,329
384,330
385,331
386,332
387,333
390,334
391,335
392,336
393,337
394,338
401,339
402,340
405,341
407,342
408,343
409,344
410,345
411,346
412,347
413,348
414,349
415,350
416,351
417,352
418,353
419,354
420,355
421,356
422,357
423,358
424,359
425,360
426,361
427,362
428,363
429,364
431,365
432,366
433,367
434,368
435,369
436,370
438,371
440,372
441,373
442,374
443,375
444,376
445,377
446,378
447,379
448,380
449,381
450,382
451,383
452,384
453,385
454,386
455,387
456,388
457,389
458,390
459,391
460,392
461,393
462,394
463,395
464,396
465,397
466,398
468,399
469,400
470,401
471,402
472,403
473,404
474,405
476,406
477,407
478,408
479,409
480,410
481,411
482,412
483,413
484,414
485,415
486,416
487,417
488,418
489,419
490,420
491,421
492,422
493,423
494,424
496,425
497,426
498,427
499,428
500,429
501,430
502,431
503,432
504,433
505,434
506,435
507,436
508,437
509,438
510,439
511,440
513,441
514,442
515,443
516,444
517,445
518,446
519,447
520,448
521,449
522,450
523,451
524,452
525,453
527,454
528,455
529,456
530,457
531,458
532,459
533,460
534,461
535,462
536,463
537,464
538,465
539,466
540,467
541,468
542,469
543,470
544,471
545,472
546,473
547,474
548,475
549,476
550,477
551,478
552,479
554,480
555,481
556,482
558,483
559,484
562,485
563,486
564,487
565,488
566,489
567,490
568,491
569,492
574,493
575,494
577,495
579,496
580,497
581,498
583,499
586,500
587,501
588,502
589,503
590,504
592,505
593,506
594,507
595,508
596,509
597,510
599,511
600,512
603,513
605,514
606,515
609,516
610,517
611,518
612,519
613,520
614,521
616,522
618,523
621,524
626,525
627,526
628,527
630,528
631,529
633,530
634,531
635,532
637,533
638,534
639,535
640,536
641,537
645,538
647,539
648,540
650,541
653,542
656,543
657,544
659,545
660,546
661,547
662,548
663,549
664,550
665,551
667,552
668,553
671,554
672,555
673,556
674,557
679,558
680,559
685,560
687,561
688,562
691,563
692,564
694,565
695,566
696,567
697,568
698,569
700,570
701,571
702,572
704,573
705,574
706,575
707,576
708,577
709,578
710,579
711,580
712,581
714,582
716,583
718,584
719,585
724,586
725,587
726,588
728,589
729,590
731,591
732,592
733,593
734,594
736,595
737,596
742,597
743,598
745,599
746,600
747,601
748,602
750,603
753,604
754,605
755,606
759,607
760,608
761,609
762,610
764,611
765,612
766,613
767,614
778,615
779,616
781,617
782,618
783,619
784,620
785,621
786,622
788,623
792,624
796,625
798,626
799,627
800,628
801,629
802,630
803,631
804,632
805,633
806,634
808,635
809,636
810,637
813,638
814,639
815,640
818,641
823,642
824,643
828,644
829,645
830,646
831,647
832,648
833,649
834,650
835,651
836,652
837,653
838,654
839,655
840,656
841,657
842,658
846,659
848,660
849,661
850,662
851,663
852,664
853,665
858,666
860,667
861,668
862,669
864,670
866,671
867,672
868,673
869,674
870,675
879,676
880,677
881,678
882,679
884,680
885,681
886,682
888,683
889,684
891,685
892,686
893,687
895,688
896,689
897,690
898,691
899,692
900,693
901,694
902,695
903,696
904,697
905,698
907,699
908,700
909,701
910,702
912,703
913,704
914,705
915,706
916,707
918,708
919,709
920,710
921,711
923,712
924,713
925,714
926,715
927,716
928,717
929,718
930,719
931,720
932,721
933,722
934,723
935,724
936,725
937,726
938,727
939,728
940,729
942,730
943,731
944,732
945,733
948,734
949,735
950,736
952,737
953,738
954,739
955,740
967,741
968,742
969,743
971,744
980,745
981,746
982,747
984,748
986,749
987,750
988,751
989,752
990,753
991,754
992,755
993,756
994,757
996,758
997,759
998,760
999,761
1000,762
1002,763
1003,764
1004,765
1005,766
1006,767
1007,768
1008,769
1009,770
1010,771
1011,772
1012,773
1013,774
1015,775
1016,776
1017,777
1018,778
1020,779
1021,780
1022,781
1023,782
1024,783
1025,784
1026,785
1027,786
1028,787
1029,788
1030,789
1031,790
1032,791
1033,792
1034,793
1035,794
1036,795
1037,796
1038,797
1040,798
1041,799
1042,800
1043,801
1044,802
1046,803
1047,804
1049,805
1050,806
1051,807
1053,808
1054,809
1055,810
1056,811
1057,812
1059,813
1060,814
1061,815
1062,816
1063,817
1064,818
1066,819
1067,820
1068,821
1069,822
1070,823
1071,824
1076,825
1077,826
1078,827
1079,828
1080,829
1081,830
1082,831
1083,832
1084,833
1085,834
1086,835
1087,836
1088,837
1089,838
1090,839
1091,840
1092,841
1093,842
1094,843
1095,844
1096,845
1097,846
1099,847
1100,848
1101,849
1102,850
1103,851
1104,852
1105,853
1111,854
1112,855
1113,856
1114,857
1119,858
1120,859
1121,860
1124,861
1125,862
1126,863
1127,864
1128,865
1129,866
1130,867
1131,868
1132,869
1135,870
1136,871
1147,872
1148,873
1151,874
1153,875
1160,876
1162,877
1163,878
1167,879
1168,880
1169,881
1170,882
1171,883
1172,884
1173,885
1174,886
1175,887
1177,888
1178,889
1179,890
1181,891
1183,892
1184,893
1185,894
1186,895
1187,896
1188,897
1189,898
1190,899
1191,900
1192,901
1193,902
1194,903
1196,904
1197,905
1198,906
1199,907
1200,908
1201,909
1202,910
1203,911
1204,912
1206,913
1207,914
1208,915
1209,916
1210,917
1212,918
1213,919
1214,920
1215,921
1217,922
1219,923
1220,924
1221,925
1222,926
1223,927
1224,928
1225,929
1226,930
1227,931
1228,932
1230,933
1231,934
1232,935
1234,936
1235,937
1236,938
1238,939
1240,940
1241,941
1242,942
1244,943
1245,944
1246,945
1247,946
1248,947
1250,948
1252,949
1253,950
1254,951
1255,952
1256,953
1258,954
1259,955
1261,956
1262,957
1263,958
1264,959
1265,960
1266,961
1267,962
1268,963
1269,964
1270,965
1271,966
1272,967
1273,968
1274,969
1275,970
1276,971
1278,972
1279,973
1280,974
1281,975
1282,976
1283,977
1284,978
1285,979
1286,980
1287,981
1288,982
1289,983
1290,984
1291,985
1292,986
1293,987
1295,988
1296,989
1297,990
1298,991
1299,992
1300,993
1301,994
1302,995
1303,996
1305,997
1306,998
1307,999
1310,1000
1311,1001
1313,1002
